"","SEX","ENGLISH.FREQUENCY.AT.HOME","BOOKS.AT.HOME","HAVE.CALCULATOR","HAVE.COMPUTER","STUDY.DESK","DICTIONARY","INTERNET.CONECTION","ENCYCLOPEDIA","GAME.CONSOLE","VCR.DVD.PLAYER","THREE.OR.MORE.VEHICLES","USUALLY.DO.WELL.IN.MATH","WOULD.LIKE.TO.DO.MORE.MATH.IN.SCHOOL","MATH.HARDER.FOR.ME","ENJOY.LEARNING.MATH","JUST.NOT.GOOD.AT.MATH","LEARN.MATH.QUICK","MATH.IS.BORING","I.LIKE.MATH","PRACTICE.MATH.WO.CALCULATOR","WORK.ON.FRACTIONS.AND.DECIMALS","MEASURE.THINGS.AORUND.SCHOOL","MAKE.TABLES.CHARRTS","LEARN.ABOUT.SHAPE","MEMORIZE.HOW.TO.WORK.PROBLEMS","WORK.WITH.OTHER.STUDENTS","EXPLAIN.MATH.ANSWER","WORK.MATH.ON.OWN","USE.CALCULATOR.IN.MATH","USE.COMPUTER.IN.MATH","THINK.DO.WELL.IN.SCIENCE","WOULD.LIKE.TO.DO.MORE.SCIENCE","SCIENCE.HARDER.FOR.ME","ENJOY.LEARNING.SCIENCE","JUST.NOT.GOOD.AT.SCIENCE","LEARN.SCIENCE.QUICK","SCIENCE.IS.BORING","LIKE.SCIENCE","LOOK.AT.WEATHER.OR.PLANT.AND.WRITE","WATCH.TEACHER.DO.SCIENCE.EXPERIMENT","DESIGN.OR.PLAN.SCIENCE.EXPERIMENT","DO.SCIENCE.EXPERIMENT.IN.CLASS","WORK.WITH.OTHER.STUDENTS.IN.SCIENCE.EXPERIMENT","READ.BOOKS.ABOUT.SCIENCE","MEMORIZE.SCIENCE.FACTS","WRITE.EXPANATION.FOR.SOMETHING.IN.SCIENCE","WORK.SCIENCE.ON.OWN","USE.COMPUTER.IN.SCIENCE","EVER.USE.A.COMPUTER","USE.COMPUTER.FOR.MATH","USE.COMPUTER.FOR.SCIENCE","LIKE.BEING.IN.SCHOOL","MOST.STUDENTS.TRY.BEST","MOST.TEACHERS.WANT.STUDENTS.TO.DO.BEST","SPEND.TIME.ON.TV.VIDEOS","SPEND.TIME.ON.COMPUTER.GAMES","SPEND.TIME.ON.HANGING.OUT","SPEND.TIME.ON.CHORES","SPEND.TIME.TO.PLAY.SPORTS","SPEND.TIME.TO.READ.BOOK.ENJOYMENT","SPEND.TIME.ON.INTERNET","SPEND.TIME.ON.HW","OFTEN.IN.MATH.HW","MINUTES.IN.MATH.HW","OFTEN.HW.IN.SCIENCE","MINUTES.ON.SCIENCE.HW","BORN.IN.USA","PARENTS.BORN.IN.COUNTRY","COMPUTER.USE","RACE","LANGUAGE.AT.HOME","AGE.OF.STUDENT","EXCELLENCE"
"1651",2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,1,1,4,4,4,1,4,4,1,1,4,1,4,1,4,1,1,2,1,3,4,1,2,4,1,4,1,1,1,1,1,1,1,2,3,3,2,9,9,5,1,99,1,99,2,1,1,2,2,10.25,1
"1652",2,1,3,1,1,1,1,2,1,1,1,2,4,1,1,3,4,2,2,4,4,1,4,4,1,1,3,2,3,4,1,1,1,1,1,4,1,4,1,1,3,2,4,3,2,1,4,2,1,1,9,9,1,1,1,3,1,5,5,5,4,2,3,2,2,1,6,2,2,1,5,2,10.33333333,1
"1653",2,3,4,1,1,2,1,2,1,2,1,2,2,2,3,2,3,1,3,1,2,1,3,3,1,2,3,2,2,4,4,2,2,2,1,3,2,4,1,4,2,1,1,2,3,3,3,3,2,1,1,3,1,1,1,9,9,9,9,9,9,9,9,9,99,9,99,2,3,1,3,1,9.5,1
"1654",1,2,4,1,1,1,1,2,1,1,1,2,3,1,1,1,2,2,4,2,1,1,3,3,1,1,4,1,3,1,3,1,1,4,1,4,1,4,1,4,1,4,1,3,1,1,1,1,4,1,4,5,1,1,1,1,2,5,2,3,2,2,2,1,2,9,2,1,3,1,3,1,9.666666667,1
"1655",2,3,1,1,1,1,2,2,1,1,1,2,2,1,2,1,2,1,4,1,1,1,3,4,2,3,1,3,1,4,1,1,1,4,2,4,1,4,1,1,1,2,3,4,3,2,1,1,4,1,5,5,1,1,1,1,2,1,5,2,5,4,1,1,6,4,2,2,1,2,3,1,10,1
"1656",1,1,5,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,4,1,1,1,1,1,1,1,3,1,1,4,4,1,1,4,1,4,1,4,1,1,1,1,1,3,1,1,1,1,4,1,5,5,1,1,1,1,1,1,5,1,5,1,5,1,6,3,6,1,1,2,1,9,9.583333333,2
"1657",1,1,2,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,3,2,3,2,2,3,2,3,3,4,4,9,9,9,9,9,9,9,1,4,3,4,3,4,3,3,3,4,3,1,5,5,1,1,1,3,2,4,4,4,2,4,2,2,3,5,96,1,3,1,3,1,10.91666667,1
"1658",2,3,3,1,1,2,1,2,1,1,1,1,1,1,2,1,4,2,4,1,1,2,2,1,1,1,1,2,1,2,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,1,4,5,4,1,1,3,3,4,1,4,1,1,3,1,2,2,6,2,3,2,3,1,9.916666667,1
"1659",2,3,1,1,1,2,1,1,1,1,1,1,1,1,4,1,4,1,4,1,1,1,1,1,1,1,3,2,1,3,3,1,1,4,1,4,1,4,1,3,4,4,3,4,1,1,1,1,2,1,4,4,2,2,2,3,2,2,1,3,2,3,2,2,3,3,2,1,3,2,3,1,10.41666667,2
"1660",1,3,1,1,1,2,1,1,2,2,1,1,1,1,3,1,3,1,4,1,1,1,4,1,1,1,4,3,1,4,4,3,2,2,2,2,2,4,2,2,1,1,1,4,1,1,1,1,4,1,5,5,1,2,1,2,1,2,2,3,2,1,2,1,2,3,4,1,3,2,3,1,10.41666667,2
"1661",2,3,2,2,1,1,1,1,2,1,1,1,1,1,4,1,4,1,4,1,1,1,1,1,1,1,1,9,2,1,1,2,1,1,1,4,3,1,4,1,2,1,9,2,1,1,1,2,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,9,99,2,2,2,3,1,9.583333333,1
"1662",1,3,2,9,1,1,1,1,1,1,1,2,2,2,2,1,2,1,9,9,3,3,3,3,1,1,4,3,1,4,1,2,2,2,1,2,1,9,2,1,2,3,4,1,1,2,3,9,4,1,5,5,2,1,1,2,2,2,3,3,3,2,3,2,3,2,3,1,3,2,3,1,9.5,1
"1663",2,1,5,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,4,1,1,1,2,1,2,1,4,3,1,4,4,1,1,4,1,4,2,4,1,1,4,4,1,4,1,1,1,1,4,1,5,5,1,1,1,2,1,2,1,3,1,3,3,4,4,2,4,1,3,2,1,9,9.916666667,2
"1664",2,3,4,1,1,2,1,2,1,1,2,1,3,2,2,9,3,3,2,2,4,3,4,2,3,3,2,1,4,3,2,4,3,1,2,4,3,1,4,9,3,1,4,3,4,2,3,1,3,1,4,2,4,2,4,3,5,5,4,4,2,3,1,9,3,9,6,2,2,2,5,2,11.41666667,1
"1665",1,4,5,1,2,1,1,2,2,1,1,2,1,2,9,1,9,2,4,3,1,9,2,1,1,1,2,1,1,2,1,2,1,1,9,2,3,3,2,3,1,3,2,2,1,3,1,4,3,1,2,1,1,3,3,4,3,2,2,4,2,3,1,1,4,5,96,1,1,2,3,1,10.33333333,1
"1666",1,3,2,1,1,2,1,1,1,1,1,1,1,1,4,1,4,1,4,1,1,1,1,1,1,1,3,1,1,4,4,2,1,4,1,2,2,4,1,3,3,3,1,4,1,1,2,1,4,1,5,5,1,1,1,2,1,2,3,4,2,2,3,3,3,4,3,2,3,1,3,1,10.16666667,1
"1667",1,3,2,2,2,2,2,2,2,2,1,2,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,4,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,2,6,6,1,9,9,1,9,9,9,9,9,9,9,3,4,4,3,1,3,5,3,1,9.5,1
"1668",2,3,2,9,1,2,1,1,2,1,1,2,2,1,4,1,4,2,4,1,3,2,2,1,2,1,3,1,4,3,1,2,1,4,1,4,2,4,1,3,4,4,4,4,1,1,4,4,4,1,5,5,1,1,1,5,5,5,5,5,2,5,5,1,3,1,2,2,3,4,3,1,10,1
"1669",1,2,2,1,2,2,1,2,2,2,1,2,2,1,2,1,3,2,4,1,1,1,1,1,1,1,3,2,1,4,4,2,2,2,1,3,3,4,1,1,1,1,2,2,1,1,1,1,4,2,6,6,1,1,1,2,1,2,3,2,2,1,2,3,2,3,2,1,3,5,3,1,10,1
"1670",2,1,3,2,1,1,1,1,2,1,1,1,1,2,3,1,2,2,3,3,1,1,2,1,2,1,1,2,1,2,1,1,2,3,1,2,2,1,1,2,9,1,2,2,1,1,9,1,2,1,1,1,2,1,2,1,2,1,2,1,2,1,1,1,2,3,6,1,1,2,3,1,9.916666667,1
"1671",2,1,5,2,2,2,2,2,2,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,1,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,2,6,6,4,2,4,2,1,5,2,5,3,1,2,3,2,1,2,1,2,5,2,9,9.75,1
"1672",2,2,1,1,1,1,2,1,2,1,2,1,1,3,4,2,4,1,2,3,3,3,2,2,1,1,2,3,1,3,3,3,3,3,2,2,1,2,3,3,2,3,3,2,1,1,2,1,3,1,2,4,3,2,1,4,3,2,2,3,2,5,3,2,4,4,2,1,3,2,3,1,9.833333333,2
"1673",2,2,2,1,1,1,1,1,1,1,1,2,1,2,4,1,4,2,4,2,1,1,2,1,1,2,1,1,1,4,4,1,2,2,2,4,1,4,2,3,3,2,1,2,3,2,3,3,4,2,6,6,1,1,1,3,1,2,5,2,2,1,3,2,4,1,5,2,1,5,3,1,10.08333333,1
"1674",2,2,1,1,1,2,2,2,1,1,2,1,2,9,1,1,2,4,2,1,4,3,4,4,3,3,4,3,1,4,4,2,1,2,1,3,4,2,2,4,4,1,4,4,1,3,1,3,4,1,4,5,2,1,1,1,1,1,2,2,3,1,2,1,2,1,2,1,3,3,3,1,10,1
"1675",1,1,3,1,1,2,1,2,2,1,1,1,1,1,3,1,3,1,4,1,1,3,1,1,1,1,3,1,2,4,4,1,1,4,1,4,1,4,1,1,1,3,3,2,1,3,1,1,1,1,3,3,1,1,4,5,1,5,3,5,5,1,1,3,2,3,2,1,1,9,2,9,10.5,1
"1676",2,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,4,2,4,1,1,4,4,4,1,1,1,1,1,4,1,1,1,4,1,4,2,4,1,2,1,2,2,2,1,2,3,1,4,1,1,5,1,1,1,2,1,2,5,2,2,2,2,1,2,5,96,1,3,1,3,1,10.75,1
"1677",1,1,2,1,1,2,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,1,4,2,3,2,4,3,4,3,2,1,2,3,3,1,4,2,2,4,3,2,3,4,3,4,2,4,2,1,1,1,2,4,2,3,2,2,1,2,2,1,3,2,3,5,96,1,1,1,2,2,9.416666667,1
"1678",2,4,3,9,1,2,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,4,4,1,4,1,1,4,1,1,2,1,2,4,1,4,9,1,1,1,2,2,2,5,5,2,2,2,3,3,9,3,1,1,2,2,2,10.16666667,1
"1679",1,3,3,1,1,1,1,1,1,1,1,1,2,1,4,1,4,2,4,1,1,1,3,1,1,1,3,3,1,4,1,1,1,4,1,4,1,4,1,1,1,2,2,3,1,1,4,1,4,1,2,2,1,1,1,5,5,3,1,1,2,5,2,1,2,9,2,1,3,2,3,1,9.75,1
"1680",2,2,3,1,1,1,2,1,2,1,1,1,1,1,4,1,4,1,4,1,1,1,1,1,1,1,3,1,1,4,4,1,1,4,1,4,1,4,1,1,1,1,1,3,1,1,1,3,3,1,5,2,1,1,1,2,1,5,5,5,2,1,3,1,2,3,4,1,1,2,2,2,10.91666667,1
"1681",2,3,1,1,1,1,1,1,2,2,1,1,2,1,2,1,2,2,2,1,2,3,3,1,3,3,3,3,4,4,4,2,4,3,3,2,4,1,3,4,1,4,2,3,3,1,3,4,4,1,1,2,2,2,4,1,2,4,3,2,4,3,5,1,6,2,5,2,3,3,3,1,9.916666667,1
"1682",1,3,1,1,1,2,2,2,1,1,1,2,2,1,2,1,2,2,2,1,2,3,4,3,1,2,4,4,3,2,4,1,1,3,2,3,2,3,1,3,2,4,4,4,1,3,3,1,4,1,5,5,1,2,3,2,3,4,3,2,3,1,3,3,2,9,2,1,3,2,3,1,9.583333333,1
"1683",2,3,3,2,2,2,2,2,2,1,2,2,1,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,1,9,1,9,9,1,9,9,9,9,9,9,9,5,1,5,5,96,2,3,2,3,1,10.83333333,1
"1684",2,1,1,1,1,2,2,1,1,1,1,1,1,1,3,1,4,1,4,2,1,1,2,4,1,1,1,1,4,4,2,1,2,4,1,4,1,4,1,1,1,2,1,1,1,1,1,3,1,1,1,2,2,1,1,1,3,2,4,5,3,1,3,1,3,1,3,2,1,1,2,9,10,1
"1685",2,2,2,2,1,1,1,2,2,1,1,1,3,2,1,1,4,3,4,1,2,1,4,1,3,3,4,3,1,4,4,2,2,3,1,4,3,4,2,1,2,1,1,2,9,1,3,4,4,1,1,2,3,2,1,1,2,3,5,4,2,4,2,1,99,3,2,2,2,2,3,1,9.666666667,1
"1686",1,1,4,1,1,1,1,1,1,1,1,1,1,4,3,4,4,2,2,4,1,2,2,3,1,2,2,2,2,2,3,2,3,3,2,4,2,2,3,2,3,2,2,3,2,3,2,2,3,1,3,3,2,2,1,3,2,3,2,4,3,1,2,2,3,4,3,1,2,1,3,1,10.41666667,2
"1687",2,1,5,1,1,1,1,1,1,1,1,2,1,4,4,2,4,1,4,2,1,1,1,1,1,1,1,1,1,3,3,1,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1,1,2,1,5,5,2,1,1,4,4,4,2,4,4,4,4,1,2,4,5,1,1,1,1,9,10.08333333,2
"1688",1,1,3,1,1,1,1,1,1,1,1,1,2,2,1,3,2,3,1,3,1,1,3,2,2,1,2,3,2,4,3,1,1,4,1,4,1,4,1,1,3,1,3,3,1,1,2,1,4,1,9,4,1,2,1,2,1,4,2,1,2,2,2,1,3,5,96,1,1,1,1,9,10.25,2
"1689",1,1,4,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,4,2,3,3,3,3,3,2,3,3,3,3,3,2,1,2,1,2,2,4,1,1,2,3,3,2,3,3,3,3,2,1,4,4,1,1,1,3,2,2,3,1,3,3,2,1,3,5,96,1,1,1,5,9,10.41666667,2
"1690",2,2,2,1,1,1,1,1,1,1,1,1,1,2,3,2,4,2,2,1,1,3,3,4,2,2,1,3,1,3,4,2,2,2,3,3,2,2,2,3,3,2,3,2,3,2,3,2,3,1,3,3,2,2,2,3,2,5,2,3,1,2,2,2,3,4,3,1,1,1,5,2,10.41666667,2
"1691",1,2,3,1,1,1,1,1,1,1,1,2,3,4,2,4,9,4,4,2,4,3,4,4,2,2,3,3,3,3,4,1,2,4,1,4,2,4,1,1,2,2,1,1,2,2,1,2,4,1,2,1,3,1,1,4,1,3,1,2,1,1,2,1,2,2,2,2,2,2,3,1,10.41666667,1
"1692",2,1,2,1,2,1,1,1,2,1,1,1,2,3,2,2,3,3,2,3,2,3,2,4,1,1,1,2,2,4,3,2,3,2,1,3,2,2,2,4,2,3,2,1,2,2,4,2,3,1,3,3,3,1,1,5,3,5,4,5,5,5,5,1,2,3,2,1,1,1,1,9,10.33333333,2
"1693",1,1,5,1,1,1,1,1,1,1,1,1,2,3,3,2,4,2,2,3,1,2,3,3,3,2,2,1,1,2,4,2,2,2,2,3,2,3,2,3,3,2,2,3,3,3,3,2,4,1,4,4,2,1,1,2,2,3,2,3,3,2,2,2,3,4,3,1,1,2,1,9,10.58333333,3
"1694",2,1,4,1,1,2,1,1,1,1,1,1,1,3,4,2,4,1,3,2,1,1,3,2,3,1,2,1,1,3,4,1,2,4,2,4,1,2,2,2,2,4,1,1,2,1,2,1,2,1,5,5,1,3,1,3,1,5,2,4,3,3,2,1,2,5,96,1,1,1,1,9,9.916666667,3
"1695",2,1,5,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,4,9,1,1,3,2,1,1,1,1,1,3,4,1,1,4,1,4,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,4,3,5,4,1,3,4,2,1,1,1,1,9,9.583333333,3
"1696",1,1,3,1,1,2,1,1,1,2,1,2,2,4,4,3,3,3,2,3,2,3,3,2,2,9,9,2,1,3,4,2,3,3,2,2,3,3,2,2,3,3,3,4,4,3,3,2,4,1,2,3,2,1,1,3,1,3,2,1,3,2,2,1,2,5,96,1,1,1,1,9,10.08333333,3
"1697",2,1,3,1,1,1,1,1,1,2,1,1,2,2,1,2,2,2,3,2,1,3,3,2,2,1,4,2,2,4,4,3,2,3,2,2,2,2,2,3,2,2,3,2,3,3,2,2,2,2,6,6,2,2,1,1,1,4,3,4,2,1,2,1,2,3,2,1,1,5,1,9,10.08333333,2
"1698",2,1,4,1,1,1,1,1,2,1,1,1,1,1,4,1,4,1,4,1,1,1,2,2,2,1,2,2,1,3,3,1,1,4,1,4,1,4,1,1,1,1,1,4,1,1,1,1,2,1,4,4,1,2,1,3,2,5,1,1,2,3,2,1,2,5,96,1,1,1,5,9,9.916666667,3
"1699",1,1,3,1,1,1,1,1,2,1,1,2,1,3,4,2,4,2,3,2,2,3,4,3,3,1,3,2,1,3,4,2,1,3,1,3,2,4,1,3,3,3,1,2,3,3,3,2,4,1,4,4,1,2,1,1,3,4,2,4,1,2,2,1,2,5,96,2,1,1,1,9,10.5,3
"1700",2,1,4,1,1,1,1,1,1,1,1,2,1,2,4,1,4,1,4,1,1,1,2,2,1,1,2,1,1,3,3,1,3,4,2,3,2,3,2,3,3,3,3,3,2,1,2,1,4,1,4,4,1,3,1,3,2,5,3,4,3,3,2,1,2,4,2,1,1,2,1,9,10.16666667,3
"1701",2,1,3,1,1,1,1,1,1,1,1,2,2,4,4,3,4,2,1,2,1,2,3,3,2,1,2,2,3,3,4,1,1,4,1,4,1,4,1,3,2,3,1,2,1,1,1,2,4,1,5,5,1,2,1,3,2,4,1,3,2,3,2,1,3,5,96,1,1,1,1,9,10.5,3
"1702",2,1,5,1,1,1,1,1,2,1,1,2,2,3,2,2,2,2,1,4,2,2,3,3,3,2,4,2,1,3,4,2,1,3,1,3,2,4,1,3,2,2,3,3,9,2,3,2,3,1,3,3,2,1,1,4,2,1,1,4,2,3,2,2,3,4,3,1,1,1,1,2,10.41666667,2
"1703",1,1,3,1,1,2,1,1,1,1,1,2,1,3,4,2,4,1,2,2,1,2,3,3,3,2,2,2,1,3,4,1,1,4,1,4,2,4,1,4,2,2,1,1,3,2,1,1,4,1,5,5,1,1,1,2,2,3,2,3,2,2,2,2,3,4,3,1,1,1,1,9,9.916666667,3
"1704",2,1,4,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,3,3,4,3,1,2,2,3,3,3,2,1,1,4,1,4,1,4,1,2,2,2,1,2,1,1,1,1,2,1,5,5,1,2,1,1,1,4,2,2,3,3,2,2,2,3,2,1,1,2,1,9,9.75,2
"1705",1,1,3,1,1,1,1,1,1,1,1,2,3,2,1,3,1,3,2,3,1,2,3,3,2,3,3,3,3,2,3,2,3,3,2,2,2,2,2,1,2,2,2,3,2,2,2,1,1,1,3,4,1,2,1,2,1,2,3,5,2,3,3,1,2,4,3,1,1,1,1,9,10.25,1
"1706",2,1,5,1,1,1,1,1,1,2,1,2,1,1,4,1,4,1,4,1,3,3,3,3,3,3,3,3,3,3,3,1,1,4,1,4,1,4,1,3,2,4,2,2,3,2,2,2,3,1,3,4,2,2,1,3,1,2,2,3,4,1,2,2,2,5,96,1,1,1,1,9,10.66666667,3
"1707",1,3,4,1,1,1,1,1,1,1,1,2,1,2,4,1,4,2,4,1,2,3,2,3,2,1,2,2,3,3,3,1,2,4,1,4,2,4,1,2,1,2,2,1,3,2,1,2,3,1,4,4,1,1,1,2,2,3,2,2,3,2,2,1,3,5,96,2,2,1,4,2,10.58333333,3
"1708",1,9,3,1,1,1,1,1,1,1,1,1,3,3,3,2,3,3,4,3,2,2,2,2,2,3,3,2,3,2,4,2,1,4,1,4,1,4,1,3,1,2,1,2,2,3,1,2,4,2,6,6,1,1,1,4,2,5,3,4,3,2,4,1,4,4,4,1,1,5,1,9,10.08333333,2
"1709",2,1,3,1,1,1,1,1,1,1,1,2,2,1,3,2,3,2,2,1,2,3,4,3,3,2,3,2,2,3,4,2,2,2,3,3,3,2,2,2,1,4,3,3,4,3,2,1,4,1,5,5,2,2,1,2,2,3,2,2,2,2,3,2,3,4,3,1,1,2,3,1,10.25,3
"1710",1,1,2,1,1,1,1,1,2,1,1,2,2,3,3,2,3,3,4,2,2,3,2,3,2,3,2,3,2,3,2,3,3,3,3,3,3,1,3,4,1,3,3,2,4,2,3,4,3,1,2,5,1,2,1,2,2,3,2,3,1,3,3,1,3,4,3,1,1,1,4,9,10.33333333,2
"1711",2,2,3,1,1,1,1,1,1,1,1,1,1,3,4,2,4,1,2,2,3,3,3,3,2,1,2,2,2,3,4,2,3,2,2,3,2,3,4,3,3,3,3,3,2,2,3,3,4,1,3,4,2,1,1,2,2,4,2,3,2,3,2,3,2,4,2,1,1,1,3,1,10.08333333,3
"1712",2,1,4,1,1,1,1,1,1,1,1,2,1,1,4,1,4,1,4,1,3,2,4,1,2,1,1,1,1,4,4,1,2,4,1,4,1,4,1,1,2,2,3,1,1,1,1,1,3,1,4,5,1,1,1,2,1,1,2,3,3,2,2,1,3,5,96,1,1,1,1,9,10.41666667,3
"1713",1,1,5,1,1,1,1,1,2,1,9,1,2,4,2,2,4,2,3,1,3,3,3,4,3,2,2,3,2,3,4,2,2,2,4,9,3,1,4,3,2,3,3,2,2,2,3,4,4,1,5,5,1,2,1,2,2,1,2,3,9,2,2,1,3,5,96,1,2,1,1,9,10.08333333,2
"1714",2,1,4,1,1,1,1,1,1,1,1,2,2,4,4,2,3,2,4,1,1,2,3,3,2,3,3,3,2,3,4,2,1,4,1,4,2,4,1,3,1,2,1,1,2,2,2,1,4,1,5,5,2,2,1,3,2,3,1,3,2,2,2,2,2,5,96,1,1,1,1,9,10,3
"1715",2,2,5,1,1,1,1,1,1,1,1,2,1,1,4,2,4,2,4,1,1,1,1,1,1,1,1,3,1,1,1,2,2,4,2,4,1,4,1,3,3,3,3,1,1,3,3,1,3,1,4,4,1,1,1,3,3,5,2,2,2,3,2,1,3,5,96,1,2,1,3,1,10.5,2
"1716",2,1,3,1,1,1,1,1,1,1,1,2,1,2,3,1,4,2,4,1,2,2,3,2,1,1,1,1,1,3,4,2,2,3,2,4,2,4,1,4,1,2,4,2,4,4,4,2,4,2,6,6,1,1,1,2,3,5,3,3,3,4,2,1,2,9,3,1,1,5,1,9,10.58333333,2
"1717",2,1,3,1,1,1,1,1,1,1,1,2,1,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1,1,2,4,2,3,4,2,4,1,4,1,2,1,2,2,3,3,1,1,1,1,1,5,5,4,1,1,4,3,4,2,5,3,4,2,1,3,5,96,1,1,1,3,1,10.16666667,3
"1718",1,1,5,1,1,1,1,1,1,1,1,2,1,3,3,2,4,2,4,3,1,2,3,3,3,1,2,1,1,2,3,1,2,4,1,4,2,4,1,2,1,2,3,2,3,2,2,2,3,1,3,3,1,1,1,3,1,3,2,3,3,2,2,2,2,4,2,1,1,1,1,9,9.833333333,3
"1719",1,2,3,1,1,1,1,1,2,1,9,2,2,1,4,1,3,1,4,3,1,2,4,1,1,2,1,1,1,4,1,1,4,4,2,2,1,3,1,2,1,1,1,4,1,1,1,1,4,1,5,5,1,2,1,4,3,2,3,4,3,2,3,4,2,5,96,1,2,1,3,1,9.75,2
"1720",2,1,1,1,1,1,1,1,1,1,1,1,3,4,1,2,2,9,3,3,3,3,4,3,2,2,2,3,1,4,4,1,1,4,1,1,1,4,1,3,3,3,3,2,1,1,3,1,4,1,5,5,3,1,1,5,5,2,3,1,2,5,5,3,3,4,2,1,1,1,1,9,9.916666667,2
"1721",2,1,3,1,1,1,1,1,2,1,1,1,1,2,4,1,4,1,4,1,1,2,3,3,2,1,4,4,1,4,4,1,1,4,1,4,2,4,1,4,2,3,2,3,1,1,2,1,4,1,5,5,3,1,1,4,3,2,3,3,2,2,4,3,2,5,96,1,2,1,7,9,9.666666667,3
"1722",1,1,2,1,1,1,1,1,2,1,1,2,1,4,1,3,1,4,3,2,4,4,3,3,3,1,1,1,2,4,4,3,4,1,2,2,2,4,2,4,1,4,9,1,1,2,4,4,4,1,5,5,2,1,1,5,1,5,1,1,5,5,2,1,2,3,2,1,1,1,2,9,10.16666667,1
"1723",2,1,3,1,1,1,1,1,1,1,1,2,1,1,4,1,4,1,4,1,1,1,4,1,3,1,4,1,1,4,3,1,1,3,1,3,1,4,1,3,4,2,3,4,2,1,1,2,3,1,4,4,1,1,1,4,3,5,2,3,1,5,3,3,2,5,96,1,1,1,1,9,10.16666667,3
"1724",1,1,2,1,1,1,1,1,2,1,1,1,1,2,4,2,4,1,4,4,1,2,4,3,3,2,4,9,1,4,4,3,4,2,4,2,3,1,4,4,4,4,3,3,1,3,4,2,4,1,5,5,2,1,1,4,3,4,2,4,2,3,3,3,2,5,96,1,1,1,1,9,10.16666667,2
"1725",2,1,3,1,1,1,1,1,1,1,1,2,3,4,9,2,9,9,9,9,2,1,4,1,2,2,3,3,2,4,3,2,3,4,2,4,1,3,2,2,4,3,2,2,4,3,2,1,2,1,4,5,1,1,1,2,2,2,2,2,1,2,2,3,3,4,2,1,1,1,7,2,10.08333333,3
"1726",1,2,3,1,1,1,1,1,2,1,1,1,4,4,1,4,2,3,1,4,2,3,4,3,9,3,4,3,3,2,2,3,3,3,4,2,4,3,3,2,3,4,2,3,3,3,3,3,4,1,2,5,3,2,1,5,5,5,2,4,1,5,3,3,2,5,96,1,2,1,3,1,9.666666667,2
"1727",2,1,4,1,1,1,1,1,1,1,1,1,2,3,3,3,3,2,4,3,2,2,3,3,9,2,4,3,1,4,4,1,2,4,1,4,2,4,1,3,2,3,3,2,1,2,9,2,3,1,4,4,3,2,1,4,3,3,1,1,1,3,2,2,2,4,2,1,2,1,1,9,9.916666667,3
"1728",1,1,4,1,1,1,1,1,1,1,1,1,2,2,3,2,3,2,3,2,1,2,3,3,2,3,3,2,2,4,4,3,2,2,2,2,3,3,2,3,2,2,2,2,1,2,2,1,3,1,2,2,2,1,1,2,1,4,2,3,1,3,3,1,3,9,3,1,1,1,7,9,10.58333333,2
"1729",2,1,5,1,1,1,1,1,1,1,1,2,1,4,4,3,4,2,2,2,1,2,4,2,3,3,3,3,1,4,4,1,3,4,2,4,1,2,2,3,3,3,3,3,2,2,3,1,4,1,5,4,1,2,1,1,2,2,3,2,2,3,2,2,2,4,2,1,1,2,1,9,10.41666667,3
"1730",2,1,3,1,1,1,1,1,2,1,1,1,4,4,1,4,1,4,1,4,1,1,4,1,1,1,4,4,1,3,3,1,1,4,1,4,1,4,1,4,3,4,1,4,4,1,4,1,4,1,1,5,4,1,1,5,3,4,1,2,1,4,2,3,3,5,96,1,2,2,6,9,10.16666667,3
"1731",1,3,2,1,1,1,1,1,1,1,1,2,2,2,2,4,3,4,3,2,1,3,4,3,2,1,9,2,1,4,1,1,3,4,2,4,1,4,2,4,3,3,2,2,1,1,2,2,4,1,5,5,2,1,1,4,4,4,2,4,2,5,3,3,4,5,96,1,3,2,1,9,9.5,2
